Location,Price (RM),Bathrooms,Car Parks,Type,Size,Furnishing,Bedrooms,Store,Size_Encoded
88,4000000,7,6,45,8191,4,5,1,3279
73,510000,2,2,57,1313,4,4,0,853
73,980000,3,2,58,1730,1,3,0,1224
73,880000,3,2,58,1524,1,3,1,1051
73,1000000,3,2,57,1590,1,3,1,1105
73,880000,3,2,58,1524,1,3,1,1051
73,950000,3,2,58,1610,0,3,1,1124
11,698000,3,2,82,1275,1,3,0,819
54,1980000,3,2,57,2201,0,3,0,1542
22,1750000,3,1,82,1453,0,2,0,988
54,11900000,6,0,45,9700,0,5,2,3483
16,539000,3,2,57,1003,2,3,0,550
73,630000,3,1,57,1563,1,4,0,1082
54,2800000,5,3,57,3169,1,4,1,2025
16,900000,2,0,82,1027,0,2,0,574
43,1100000,2,1,57,751,1,1,0,304
88,3690000,6,0,45,4800,1,5,1,2660
73,205000,1,1,68,546,1,2,0,119
73,360000,1,2,82,682,2,2,0,237
11,820000,2,2,86,1087,1,3,0,635
54,2340000,4,2,82,1343,4,3,1,883
54,2420000,3,3,82,2452,4,3,0,1681
54,2800000,4,2,57,3041,0,3,1,1961
21,388000,2,0,57,920,0,3,0,469
28,360000,2,0,57,1248,1,3,0,793
70,430000,2,0,57,1007,1,3,0,554
43,2600000,4,0,82,3100,1,4,0,1994
2,800000,1,0,82,780,1,1,0,331
14,2650000,2,0,82,1307,1,2,0,848
81,2280000,6,2,76,3632,2,4,1,2234
54,7600000,10,0,51,13832,2,10,0,3706
21,490000,2,2,61,1050,1,3,0,597
35,580000,2,0,61,1354,1,3,0,893
78,3200000,4,0,59,3983,4,4,0,2384
24,6500000,4,0,45,7000,0,4,1,3105
21,550000,3,3,12,1170,1,4,0,717
22,650000,1,1,83,610,0,1,0,169
21,660000,2,0,86,914,1,3,0,463
35,3000000,4,6,46,9290,1,6,0,3431
35,392000,2,1,58,1038,0,3,0,585
21,410000,2,0,61,850,1,3,0,400
101,1350000,4,2,57,2032,1,4,0,1436
5,620000,2,2,58,1635,0,3,0,1144
35,4200000,4,6,49,8525,1,6,0,3332
88,4700000,6,5,46,5198,0,5,1,2739
73,400000,2,1,57,1272,4,3,0,816
35,659000,2,2,82,1094,1,3,1,642
61,440000,2,1,58,1088,0,3,0,636
10,3610200,4,3,58,3282,1,3,1,2071
36,480000,2,0,57,1050,4,3,0,597
21,620000,2,1,58,1381,1,3,0,919
54,2700000,5,4,62,4500,1,4,1,2568
29,1600000,5,3,58,3020,1,5,1,1950
54,1200000,4,2,58,1973,0,4,1,1391
45,998000,3,5,9,2287,0,4,0,1591
54,1080000,3,1,58,1690,1,3,1,1192
16,640000,2,2,61,1234,1,3,0,779
73,420000,2,0,82,924,4,3,0,473
29,950000,3,0,57,1719,2,4,0,1216
40,1140000,2,0,86,1281,0,3,0,825
40,745000,1,0,86,732,0,1,0,286
43,2279200,2,0,83,1490,0,2,1,1019
43,2275000,3,1,82,1490,0,2,1,1019
43,1650000,2,1,82,1080,0,1,1,628
54,1600000,4,2,59,3000,1,3,1,1938
16,498000,3,2,58,1023,4,3,0,570
60,275000,1,1,57,450,1,1,0,53
81,350000,3,2,82,1045,0,3,0,592
16,2600000,5,3,61,3260,0,4,0,2063
40,500000,3,0,41,1400,2,7,0,938
10,530000,1,1,58,800,0,1,1,350
54,900000,2,0,57,1248,0,2,1,793
73,529999,2,1,57,1313,1,4,0,853
73,500000,2,2,57,1313,1,4,0,853
28,450000,3,0,57,1248,1,4,0,793
21,150000,1,0,57,500,2,2,0,86
24,1662400,6,0,82,2078,1,4,2,1466
54,1190000,2,2,83,1236,0,3,0,781
54,1790000,5,3,62,2555,0,3,1,1740
54,1700000,4,2,58,2735,0,4,2,1826
54,1390000,4,2,57,2487,0,3,1,1702
54,1250000,5,2,58,1605,0,3,1,1119
21,600000,2,1,57,897,1,2,0,446
54,1600000,4,2,58,2487,1,3,1,1702
54,1720000,4,2,58,2735,0,4,1,1826
21,1039000,2,1,82,883,1,2,0,432
24,1741000,1,1,86,904,1,1,0,453
24,5920000,4,3,87,2960,1,4,1,1922
24,4462000,3,3,83,2702,1,3,2,1809
24,3317000,3,3,83,2077,1,3,1,1465
24,2596000,3,2,83,1668,1,2,1,1174
24,1940000,2,1,86,1184,1,1,1,729
43,3003750,3,3,86,2066,1,3,1,1460
43,1378500,1,1,86,925,1,1,0,474
42,1189800,3,2,83,1025,1,3,0,572
42,1003800,2,2,86,812,1,2,0,362
42,918800,1,1,83,724,1,1,1,278
42,780800,1,1,86,650,1,1,0,206
14,748000,1,0,82,520,0,1,0,101
85,460000,2,0,60,1210,1,3,0,755
22,730000,2,2,58,1323,0,3,1,863
35,560000,3,1,59,1130,1,3,0,678
35,485000,2,2,58,1212,1,3,0,757
14,1360000,2,0,57,1555,0,3,0,1075
28,160000,1,2,69,610,2,2,0,169
19,2350000,3,2,61,2400,1,4,0,1650
54,2700000,5,3,57,2691,1,3,1,1805
54,4060000,5,4,57,4672,0,4,1,2623
19,8400000,0,0,51,12000,4,0,0,3630
19,14500000,8,6,46,11981,1,7,1,3628
43,1250000,1,0,82,569,0,1,0,137
43,1250000,1,0,82,569,0,1,0,137
43,1668400,1,0,82,776,0,1,0,327
3,670000,2,2,83,1100,1,2,0,648
43,1400000,1,0,83,722,1,1,0,276
16,350000,2,1,41,850,1,3,0,400
21,415000,2,1,58,825,2,2,0,375
85,318000,2,1,61,755,1,3,0,308
21,530000,2,2,82,774,2,2,1,325
11,180000,2,1,37,776,1,3,0,327
16,679000,2,2,57,1234,1,3,0,779
16,615000,2,2,57,1032,1,2,0,579
16,700000,2,2,57,1236,0,3,0,781
21,640000,2,2,82,897,1,2,1,446
21,720000,2,0,82,1054,1,3,1,601
21,690000,3,2,82,979,2,3,1,526
16,669000,2,2,57,1100,1,3,0,648
85,325000,1,2,61,463,0,1,0,61
73,485000,2,2,57,1025,2,3,0,572
40,475000,2,2,57,1065,2,3,1,612
73,380000,2,2,58,950,1,4,0,497
10,6500000,6,0,48,10157,4,5,0,3527
35,488000,3,3,57,1250,4,3,0,795
35,488000,3,3,57,1250,4,3,0,795
12,850000,2,1,86,1090,0,2,0,638
81,1700000,4,0,21,3200,4,4,0,2039
12,700000,2,1,61,1045,1,2,1,592
43,993000,2,1,82,662,0,1,1,218
43,1161000,2,1,82,897,0,2,1,446
37,470000,0,1,82,470,0,0,0,67
43,1320000,0,0,82,880,0,2,0,430
23,2600000,0,0,54,12000,2,0,0,3630
73,250000,2,1,57,805,4,3,0,355
54,590000,1,1,82,745,0,1,0,298
9,975000,2,1,86,975,2,2,0,522
60,275000,1,1,57,450,1,1,0,53
46,499000,2,2,57,1046,4,3,0,593
70,499000,2,1,61,1130,1,3,0,678
23,5990000,0,0,52,14000,2,0,0,3711
24,1550000,4,3,83,1573,0,3,1,1091
85,657000,2,2,61,1100,0,3,0,648
29,850000,2,1,57,1253,1,3,0,798
54,790000,2,0,58,1268,0,3,0,813
54,1200000,2,1,82,1029,0,2,0,576
85,440000,1,1,86,604,2,2,0,163
35,705000,2,2,57,992,1,3,1,539
35,968000,4,3,57,1256,0,4,0,801
35,678000,2,2,57,935,1,3,0,484
35,719000,2,2,57,1092,1,4,0,640
11,699000,2,2,83,1012,4,0,0,559
41,1804280,2,0,57,1647,2,2,1,1154
69,580000,2,1,58,1381,0,3,1,919
67,595000,2,2,61,1058,1,3,0,605
81,723000,4,3,58,1449,1,4,0,984
81,651830,2,2,57,1260,1,3,0,805
29,470000,2,1,61,1326,0,3,0,866
58,815000,2,0,1,2597,4,4,0,1759
54,2800000,6,0,58,4200,1,4,2,2457
61,980000,3,4,61,1390,2,4,0,928
29,550000,2,1,58,1100,1,3,0,648
16,620000,2,2,61,1407,0,3,1,944
43,1590000,2,1,83,1070,0,1,1,617
70,820000,0,1,61,997,1,2,1,544
70,1490000,0,4,58,1636,1,0,0,1145
70,688000,2,1,61,824,1,2,0,374
21,1288800,2,0,86,1222,0,3,0,767
35,700000,2,0,82,1094,1,3,0,642
35,600000,2,0,82,852,1,2,0,402
16,700000,3,2,61,1457,1,3,1,992
16,638000,2,2,57,1196,1,3,0,741
69,1700000,3,0,9,2777,0,3,0,1845
24,6880000,5,0,45,6800,1,5,0,3068
85,2600000,3,3,76,3000,1,4,2,1938
43,4958000,5,4,82,2615,0,4,0,1764
5,750000,2,2,57,1358,2,3,1,897
23,3740000,0,0,74,11000,4,0,0,3588
54,1100000,2,1,82,896,4,2,0,445
101,760000,2,2,61,1351,0,4,0,891
27,2880000,3,0,9,2200,1,3,1,1541
91,2180000,3,2,82,2280,0,3,1,1587
10,2200000,3,2,12,1800,0,4,1,1276
27,1350000,4,4,92,2900,0,3,1,1893
10,1150000,2,2,57,1570,0,3,0,1088
45,520000,2,0,82,1137,1,3,0,685
10,1500000,3,0,20,2200,4,3,1,1541
10,1430000,2,3,57,1539,4,3,0,1062
29,1150000,2,2,57,1339,1,3,1,879
3,1200000,3,2,82,1435,1,3,1,970
51,1050000,3,2,57,1950,1,3,1,1380
22,1390000,3,2,57,1439,0,3,1,974
27,2300000,4,3,21,1442,0,4,0,977
54,650000,1,0,86,462,0,1,0,60
10,1550000,3,0,83,1610,0,3,1,1124
70,960000,3,2,58,1186,4,3,0,731
5,340000,2,0,57,982,1,3,0,529
43,2530000,4,1,57,2245,0,3,1,1565
43,4290000,6,2,86,3300,0,4,1,2081
91,1350000,3,2,82,1690,4,3,0,1192
43,1522800,1,1,82,1128,0,1,1,676
43,1206960,1,0,82,1128,0,1,1,676
43,1350000,1,1,82,679,3,1,0,234
43,1650000,2,1,82,1066,0,2,0,613
19,868000,0,0,57,1755,2,0,0,1242
54,1250000,3,2,57,1661,1,3,1,1168
16,1250000,4,0,58,1772,1,4,1,1254
70,930000,4,3,58,1381,4,3,1,919
21,750000,2,2,57,1137,1,3,0,685
35,395000,2,1,60,950,1,2,1,497
35,1238000,4,2,58,2128,1,3,2,1499
42,1895000,4,1,82,1485,0,2,1,1016
35,1200000,3,2,58,1707,1,2,1,1207
51,565000,2,2,61,1120,1,3,0,668
35,415000,2,1,58,980,0,2,1,527
69,648000,2,2,61,1577,1,3,0,1095
51,550000,2,2,58,986,1,3,0,533
55,3000000,6,0,46,5088,4,5,0,2714
5,850000,3,2,58,1635,0,4,1,1144
54,2400000,6,2,75,4333,1,5,1,2507
5,370000,2,1,58,1076,2,3,0,623
10,730000,1,1,82,780,0,1,0,331
10,3500000,5,3,59,4110,1,4,1,2429
10,3100000,4,3,58,3626,1,4,1,2230
35,3800000,6,8,58,6503,2,4,1,3012
21,145800,2,0,69,667,4,3,0,222
35,950000,3,2,61,1523,1,2,1,1050
88,1900000,4,2,76,4100,1,4,1,2428
10,2600000,5,0,58,3380,1,4,1,2122
40,950000,1,1,86,743,0,1,0,296
14,600000,1,0,86,550,0,1,0,122
73,1000000,2,2,58,1700,0,3,0,1201
73,450000,2,1,38,1054,1,3,0,601
73,250000,2,1,61,845,1,3,0,395
73,380000,2,1,58,1169,1,3,0,716
73,355000,2,1,58,1231,1,3,0,776
73,370000,2,1,61,931,1,3,0,480
73,410000,2,1,61,1272,1,4,0,816
73,460000,2,1,61,1328,1,4,0,868
73,420000,2,1,61,1272,1,4,0,816
73,330000,2,1,57,653,1,3,0,209
54,830000,2,1,57,1228,4,3,0,773
54,1700000,4,2,57,2580,1,4,1,1752
54,830000,2,1,57,1399,1,3,1,937
54,3348000,6,3,57,3720,1,4,1,2282
54,760000,2,1,57,1068,0,2,0,615
54,900000,2,1,57,1373,0,3,1,911
19,1700000,4,1,58,2529,1,4,1,1723
54,1250000,3,2,57,1973,0,3,1,1391
19,1600000,3,1,58,2349,1,4,1,1626
54,2400000,4,3,57,3100,1,4,1,1994
54,1050000,3,2,58,1550,0,4,0,1070
54,950000,3,2,57,1550,0,4,0,1070
54,1100000,3,2,57,1600,4,4,0,1115
54,2500000,5,3,59,3564,4,4,2,2201
54,850000,2,3,58,1550,0,3,1,1070
78,1200000,3,1,82,1460,4,3,1,995
10,6000000,4,3,49,9000,4,5,0,3390
35,395000,2,1,86,950,1,3,0,497
35,480000,2,3,86,950,1,3,0,497
35,395000,2,2,86,950,1,3,0,497
34,780000,4,0,8,1560,2,4,0,1080
71,2300000,0,0,74,6831,2,0,0,3075
27,3550000,4,0,20,4306,1,4,1,2498
45,880000,3,0,8,1760,2,4,0,1247
54,1150000,2,1,86,910,1,2,0,459
11,730000,2,0,82,1098,4,3,0,646
11,710000,2,0,82,1055,4,2,0,602
54,542700,0,0,89,672,4,1,0,227
51,473000,2,0,82,935,4,3,0,484
35,408000,2,1,61,1020,1,3,0,567
91,1680000,3,1,12,1875,1,4,0,1326
43,795000,1,1,86,713,0,2,0,267
22,2499999,3,2,82,1614,0,2,1,1127
101,420000,0,2,86,905,1,3,0,454
9,609999,1,0,82,638,1,1,0,194
11,680000,2,0,82,1012,4,3,0,559
11,580000,2,0,82,861,4,2,0,411
35,494100,2,0,61,708,4,3,0,262
54,1200000,4,2,57,2208,0,4,0,1547
61,850000,2,0,58,1350,1,3,0,890
21,465000,2,1,61,1100,0,3,0,648
80,360000,2,1,57,1017,1,3,0,564
21,345000,2,1,57,950,1,2,1,497
54,1430000,3,3,61,2163,4,3,1,1524
91,11180000,9,0,46,16000,1,6,1,3766
23,9500000,6,0,49,9907,1,6,0,3504
54,2000000,4,2,57,1830,1,4,1,1294
45,580000,2,2,61,1074,4,3,0,621
5,720000,2,0,57,1292,0,3,0,834
43,1250000,2,0,82,746,0,1,0,299
42,1350000,2,1,57,1346,0,2,1,886
27,2850000,3,0,20,3210,0,4,0,2044
2,12000000,0,0,71,15618,4,0,0,3754
91,4500000,6,3,83,3823,0,4,1,2321
10,5600000,5,4,46,4693,1,5,0,2631
54,2300950,5,2,57,2707,1,3,1,1812
16,1180000,4,4,58,1930,1,5,1,1367
19,7800000,4,0,49,11000,1,5,0,3588
73,480000,2,2,57,1272,1,4,0,816
54,1950000,4,2,61,1830,2,3,2,1294
54,2550000,5,3,58,2702,2,4,1,1809
54,1530000,3,2,61,1496,2,3,1,1024
43,7600000,4,3,58,3218,1,4,1,2047
54,1200000,3,2,83,1550,0,3,1,1070
54,780000,3,1,83,1078,0,2,1,626
54,630000,1,1,82,740,0,1,0,293
10,8500000,5,6,58,4945,1,4,1,2691
10,7200000,4,3,58,4025,1,3,1,2400
73,439999,2,2,61,1272,1,4,0,816
71,2200000,4,0,62,2900,0,4,1,1893
71,2200000,4,0,62,2900,0,4,1,1893
54,1680000,3,2,57,1496,1,3,1,1024
36,342484,3,0,57,1938,2,4,0,1372
43,2200000,3,0,86,1323,0,3,0,863
24,15000000,8,3,62,9230,1,5,1,3424
54,1800000,0,0,57,2025,0,3,0,1429
10,9900000,3,2,45,15208,1,4,1,3740
54,4030000,2,6,51,6200,3,1,0,2962
43,3300000,6,0,82,2908,1,4,1,1898
21,2080000,4,4,76,4402,0,4,1,2532
35,510300,3,0,57,1335,2,5,0,875
73,1950000,3,6,49,6200,2,4,0,2962
10,1150000,2,0,58,1400,1,3,0,938
43,1280000,2,0,82,900,0,2,1,449
63,290000,2,1,38,829,1,3,0,379
73,580000,2,3,57,1600,1,4,0,1115
101,460000,2,1,57,1150,0,3,0,698
101,760000,2,2,61,1382,4,3,0,920
88,2300000,4,2,79,3972,1,5,1,2378
101,310000,2,1,41,783,1,3,0,334
73,400000,2,1,61,1207,1,3,0,752
74,135000,1,0,69,549,4,2,0,121
34,442868,3,0,95,1722,4,4,0,1218
16,650000,2,2,82,791,2,2,0,341
54,729000,3,0,82,1582,1,4,0,1099
54,729000,3,0,82,1582,1,4,0,1099
91,930000,1,1,83,840,0,1,0,390
54,1600000,5,0,59,3200,1,3,1,2039
21,299000,2,1,57,988,4,3,0,535
23,6413400,0,0,74,10689,2,20,0,3575
23,4684050,0,0,74,10409,2,20,0,3556
91,2080000,5,0,58,3410,2,5,1,2133
88,2000000,3,10,76,8323,1,4,0,3303
69,720900,3,0,12,1650,2,4,0,1157
45,720900,3,0,12,1650,2,4,0,1157
21,580000,2,3,58,1602,2,4,0,1116
21,590000,2,1,58,1394,2,4,0,932
21,570000,2,2,61,1394,1,3,1,932
10,3800000,4,6,49,5726,1,6,0,2861
78,4300000,5,0,78,4000,1,5,1,2391
21,368000,2,1,82,950,1,3,0,497
3,1013000,2,0,82,1013,1,2,1,560
3,730500,2,0,82,832,1,2,1,382
16,435000,2,1,37,952,1,3,0,499
10,1050000,2,1,61,1600,1,3,0,1115
45,410000,2,1,61,1150,1,3,0,698
43,4050000,4,3,83,2059,1,3,1,1453
54,2850000,6,3,58,2767,1,4,1,1841
21,760000,2,1,82,803,4,2,0,353
16,930000,3,3,60,1513,1,4,0,1040
43,2100000,2,1,86,1076,1,2,0,623
40,1202000,1,1,86,717,1,2,0,271
69,722250,3,2,61,1184,1,3,0,729
43,2700000,4,3,58,3218,1,4,1,2047
9,650000,1,1,86,651,0,1,1,207
9,790000,2,1,86,823,2,2,0,373
9,850000,2,1,83,993,2,3,0,540
54,1100000,2,1,83,1028,1,2,0,575
54,1150000,2,1,83,935,1,2,0,484
54,3100000,5,3,58,3401,0,4,1,2129
54,1880000,4,0,58,2243,0,3,1,1564
54,1700000,4,0,58,2073,1,3,1,1464
43,2549000,2,0,83,1463,1,3,0,998
43,3930000,2,2,82,1636,1,2,0,1145
43,1250000,2,1,82,880,0,1,1,430
54,2160000,4,6,57,2700,1,3,1,1808
3,1220000,3,3,57,1753,1,3,1,1240
40,988000,1,1,82,625,1,1,1,183
35,740000,2,1,57,708,0,2,0,262
43,1236000,2,1,57,736,1,2,0,289
16,1998000,5,3,82,2563,1,4,1,1746
43,1530000,2,1,83,904,0,2,0,453
85,500000,2,1,82,715,1,2,0,269
80,1900000,3,0,79,4000,1,4,1,2391
54,1800000,3,0,57,1830,1,3,1,1294
58,650000,3,1,8,1170,1,4,0,717
40,14000000,6,0,45,12600,0,6,0,3663
81,1400000,6,0,23,2976,4,4,1,1930
43,1638800,2,4,60,1905,0,3,1,1349
71,5800000,6,5,45,6038,1,5,1,2927
73,198000,1,0,69,700,1,3,0,254
54,1750000,4,2,57,1878,0,3,1,1328
73,600000,2,2,86,1270,1,3,0,814
16,600000,2,2,61,1050,1,3,0,597
101,220000,1,0,69,527,4,2,0,106
35,325000,2,0,37,1000,1,3,0,547
51,470000,2,0,82,935,0,3,0,484
51,450000,2,0,82,935,0,3,0,484
51,240000,1,0,66,750,2,3,0,303
35,248000,2,0,66,750,1,3,0,303
80,560000,2,2,86,980,0,3,0,527
35,3500000,3,0,45,14141,4,4,0,3714
35,638000,2,0,61,1225,0,3,0,770
73,599000,2,1,61,1102,1,3,0,650
70,527000,2,2,86,948,2,3,0,495
23,10500000,10,6,49,11700,1,10,0,3617
42,2200000,5,2,58,3000,0,5,1,1938
54,2550000,5,2,57,2973,1,4,1,1927
54,1900000,4,0,57,2038,1,3,1,1441
14,6618300,6,0,83,3394,4,4,2,2127
14,7690450,6,0,83,4157,1,4,2,2446
14,6651200,6,0,83,4157,1,4,2,2446
14,4496500,5,0,83,2645,0,3,2,1778
10,1100000,2,2,94,1632,1,3,0,1141
10,1000000,2,2,61,1200,1,3,0,745
67,363000,2,1,86,845,0,2,0,395
10,8770000,5,5,58,4385,1,4,1,2525
14,3623400,5,0,83,2013,4,3,1,1420
14,2810050,2,0,86,1307,4,2,0,848
14,2875400,2,0,83,1307,0,2,0,848
46,1350000,3,1,58,1690,0,3,1,1192
46,1200000,3,1,58,1830,1,3,1,1294
21,389999,2,1,57,820,2,3,0,370
3,1750000,4,0,57,1833,0,3,1,1297
81,12000000,10,6,49,12000,1,6,0,3630
81,6800000,7,5,49,7175,0,5,1,3132
81,9800000,12,8,49,9240,1,10,0,3425
81,10500000,8,3,49,11000,1,6,1,3588
81,7500000,8,3,49,8656,1,6,1,3345
16,1450000,6,2,24,1650,1,5,1,1157
16,1300000,6,2,24,1650,1,5,1,1157
81,1250000,4,2,24,1500,0,4,1,1028
16,1950000,6,2,24,1955,1,6,1,1382
81,1400000,4,2,24,1500,0,4,1,1028
16,2300000,5,2,78,3000,1,5,1,1938
21,830000,3,2,12,1540,1,4,1,1063
55,3800000,5,6,46,8300,1,6,0,3298
60,748000,3,0,12,1800,1,5,0,1276
19,9000000,7,6,46,17516,1,7,1,3801
43,2300000,4,2,58,2680,1,3,1,1800
54,2000000,4,3,57,3055,1,4,1,1969
3,3500000,6,4,45,5940,1,5,1,2904
35,850000,3,2,12,1650,1,4,0,1157
73,360000,2,1,57,1207,1,3,0,752
10,4500,3,2,82,1610,0,3,0,1124
43,1900000,0,2,57,2017,1,0,0,1422
43,1560000,2,1,82,930,0,2,0,479
55,1000000,3,4,12,1650,0,4,0,1157
70,280000,2,1,41,838,2,3,0,388
73,450000,2,1,60,1207,1,3,0,752
73,260000,2,1,60,845,2,3,0,395
40,769000,1,1,86,742,0,1,0,295
71,450000,1,0,57,800,0,2,0,350
54,2950000,5,2,57,3041,1,4,1,1961
73,600000,3,0,61,1416,1,3,1,952
43,1300000,2,1,82,1012,0,2,0,559
54,2700000,0,3,57,3043,1,4,1,1962
43,1750000,4,2,57,2315,1,4,0,1606
54,1880000,5,2,57,3100,1,3,1,1994
54,2500000,6,3,62,4000,1,5,1,2391
54,1850000,6,3,62,4000,4,5,1,2391
2,10000000,5,4,45,10400,4,6,0,3555
2,12000000,0,0,74,15618,4,0,0,3754
43,1500000,2,1,82,1012,4,2,0,559
16,630000,2,2,58,1067,1,3,0,614
71,1350000,3,1,38,2100,0,4,0,1485
71,1350000,3,1,38,2100,0,4,0,1485
19,850000,4,1,58,1959,1,3,1,1384
54,2300000,6,1,57,3729,1,4,1,2285
19,950000,3,1,61,1959,1,3,0,1384
43,899000,3,1,58,1182,0,3,0,728
36,1000,2,1,61,900,2,3,0,449
16,600000,1,1,82,667,0,1,1,222
54,699000,2,0,57,1238,1,3,0,783
54,2677840,5,3,57,3043,4,4,1,1962
54,2250000,4,3,82,2305,1,3,2,1603
81,660000,2,0,82,882,4,3,0,431
51,329000,2,1,58,950,1,3,0,497
69,700000,3,2,61,1250,1,3,1,795
16,499999,2,2,61,1231,0,3,1,776
101,859096,2,2,57,1033,1,2,0,580
21,2000000,5,0,45,6600,1,5,0,3034
70,420000,2,0,61,1125,1,3,0,673
21,315000,2,0,57,1020,1,3,0,567
71,1600000,3,0,79,3000,1,4,0,1938
34,610000,3,0,95,1618,1,3,0,1131
85,540000,2,0,61,960,1,2,0,507
16,540000,2,0,58,1440,1,4,0,975
16,985000,3,0,58,1513,1,4,1,1040
21,1830000,5,0,79,4000,1,5,0,2391
70,950000,3,2,58,1237,1,3,0,782
2,2150000,4,0,57,1836,1,3,2,1299
73,356000,2,0,61,1200,1,3,1,745
10,850000,1,0,58,1000,1,2,0,547
21,380000,2,0,61,927,1,3,0,476
21,540000,2,0,61,1200,1,4,0,745
45,760000,3,0,12,1400,1,4,0,938
40,1178000,1,1,82,625,1,1,1,183
73,390000,2,2,86,1009,2,3,0,556
73,485000,2,2,60,1333,1,4,0,873
73,410000,2,1,57,1272,1,4,0,816
73,530000,2,2,58,1313,0,4,0,853
35,380000,2,1,58,1098,1,3,1,646
45,600000,2,2,86,1162,2,3,0,709
55,4300000,7,0,75,4500,0,6,1,2568
98,1200000,0,0,54,6060,3,0,0,2932
12,530000,2,1,37,880,0,3,0,430
16,620000,2,2,82,705,2,2,0,259
22,1200000,3,1,57,2000,0,4,1,1413
35,430000,2,1,58,1000,1,3,0,547
35,380000,2,1,58,980,1,3,0,527
35,560000,2,1,58,1350,1,3,0,890
45,490000,2,2,41,1001,1,3,0,548
29,750000,1,0,82,672,0,1,0,227
19,15000000,8,6,46,19700,0,7,1,3827
54,800000,2,2,82,913,0,2,0,462
16,950000,3,2,61,1513,1,4,1,1040
16,499000,2,2,61,1080,1,3,1,628
35,399000,2,1,86,775,1,1,0,326
16,700000,2,2,57,1407,0,3,0,944
16,1070000,1,2,58,1508,0,3,0,1035
10,1500000,3,1,58,1550,0,2,1,1070
10,1400000,2,0,58,1227,0,2,1,772
16,3650000,7,0,49,5400,1,9,0,2788
10,8500000,5,6,58,4945,1,4,1,2691
70,1490000,4,0,24,2200,1,5,0,1541
21,400000,2,1,58,974,1,3,0,521
29,578000,3,1,58,1617,1,3,0,1130
21,620000,2,1,61,962,1,2,0,509
42,3900,2,1,82,1083,0,2,0,631
85,595000,2,0,57,1100,0,2,0,648
35,760000,2,2,3,1540,1,3,1,1063
9,1750000,3,2,57,2068,4,3,1,1461
35,2480000,4,6,58,5148,0,4,0,2727
54,1150000,3,2,82,1700,0,3,1,1201
19,1300000,3,2,58,1780,1,2,1,1260
40,1900000,3,1,83,1157,1,3,0,704
40,1000000,1,0,82,625,1,2,0,183
29,1450000,4,3,59,2955,1,4,1,1920
14,2960000,3,0,83,1509,0,2,0,1036
54,1950000,4,2,57,1830,1,4,1,1294
11,778000,2,2,82,1227,1,3,0,772
11,610000,2,2,82,861,1,2,0,411
11,740000,2,2,82,1055,1,3,0,602
35,330000,2,2,82,950,1,3,0,497
35,345000,2,1,82,950,1,3,0,497
51,640000,2,2,57,1328,0,3,0,868
43,2800000,6,0,83,3200,1,4,1,2039
51,430000,2,2,57,936,0,2,0,485
3,1256000,2,2,83,1560,0,3,0,1080
35,558000,2,1,60,1215,1,3,0,760
35,675000,4,2,60,1440,1,4,0,975
101,500000,3,2,57,1267,1,3,1,812
24,9600000,9,0,45,7525,4,7,1,3187
85,310000,2,1,37,830,0,3,0,380
2,11980000,0,0,51,15618,4,0,0,3754
24,9500000,0,0,51,19000,4,0,0,3822
36,950000,3,2,58,1800,1,3,1,1276
54,1550000,3,2,57,1870,0,3,1,1322
54,1250000,3,2,57,1560,1,4,0,1080
54,1550000,3,2,57,1872,0,3,1,1324
10,1550000,3,0,12,1920,4,4,0,1360
35,430000,2,1,82,775,0,1,0,326
91,6000000,4,0,45,8000,1,5,0,3256
29,530000,2,1,58,1100,1,3,0,648
3,2300000,3,2,57,3778,1,4,2,2305
54,880000,2,0,57,1208,0,3,0,753
36,710000,2,1,57,1015,1,3,0,562
35,1600,2,1,57,868,1,2,0,418
19,1390000,0,2,57,1830,1,3,1,1294
54,13195000,0,0,51,20300,3,0,0,3836
54,8060000,0,0,51,12400,3,0,0,3659
54,808000,2,1,82,864,0,2,0,414
73,580000,2,2,57,2150,4,4,0,1515
85,635000,2,1,57,1200,0,3,0,745
40,1480000,2,0,82,866,4,2,0,416
2,19500000,5,0,46,16600,1,5,2,3782
70,599999,3,2,58,1235,2,4,0,780
73,520000,2,2,86,1100,1,3,0,648
73,300000,2,1,61,947,4,3,0,494
91,1050000,3,2,83,1010,1,3,0,557
37,700000,2,1,86,860,0,2,0,410
73,250000,2,1,61,845,1,3,0,395
43,3450000,3,2,83,1560,0,3,0,1080
35,388000,2,1,61,1010,1,3,0,557
43,1200000,2,0,82,820,0,2,1,370
80,520000,2,1,61,1417,1,4,0,953
43,1200000,2,0,82,792,1,2,1,342
35,1600000,4,3,58,2638,2,3,2,1774
28,400000,2,1,61,956,0,3,0,503
80,385000,2,1,61,935,1,3,0,484
80,520000,2,1,58,1400,1,4,0,938
35,430000,2,1,58,1000,1,3,0,547
101,450000,3,1,58,1267,1,4,0,812
101,420000,3,1,60,1267,1,4,0,812
101,700000,5,2,58,2562,4,5,1,1745
51,248000,1,1,67,700,1,3,0,254
51,255000,2,0,67,947,2,3,0,494
51,250000,2,0,67,947,1,3,0,494
51,255000,1,2,67,800,1,3,0,350
51,260000,1,1,69,705,1,3,0,259
51,248000,1,1,67,750,1,3,0,303
35,2100000,7,2,75,7000,0,8,0,3105
36,650000,2,2,57,1400,1,3,0,938
43,2139000,2,1,86,1426,0,3,0,962
