Location,Price (RM),Bathrooms,Car Parks,Type,Size,Furnishing,Bedrooms,Store,Size_Encoded
51,480000,2,2,57,936,0,2,0,485
21,375000,2,1,86,950,0,3,0,497
21,370000,2,1,86,950,1,3,0,497
73,400000,2,1,86,925,1,3,0,474
27,830000,2,2,58,1184,1,3,0,729
16,440000,2,1,61,1091,0,3,0,639
43,1000000,1,1,61,751,1,1,0,304
35,350000,2,1,82,950,1,3,0,497
70,525000,2,2,83,948,1,3,0,495
42,16856,4,2,82,2408,1,3,1,1654
43,2000000,3,2,82,1485,4,3,0,1016
43,3909600,3,2,86,1604,1,2,1,1118
43,3500000,3,2,83,1560,0,3,0,1080
35,330000,2,0,82,950,1,3,0,497
10,600000,2,2,57,1180,0,3,0,726
21,628000,3,2,12,1300,1,4,0,841
40,28000000,14,0,48,27000,1,10,1,3892
19,15000000,7,0,46,19200,1,5,2,3824
78,3980000,5,2,45,5200,4,4,2,2741
24,5300000,6,3,45,2700,2,5,1,1808
19,1150000,3,0,57,1608,1,2,1,1122
22,3000000,3,0,58,3700,0,3,1,2271
19,1480000,0,2,57,2500,0,0,0,1708
19,1200000,3,0,58,2250,1,3,1,1570
19,2350000,0,3,57,2939,1,0,0,1911
19,1300000,2,0,58,1790,1,0,0,1269
40,6800,4,2,82,2745,4,3,1,1830
43,4500000,4,2,82,2195,4,3,1,1538
19,1280000,2,2,57,1860,4,3,1,1316
19,1380000,2,0,58,1999,0,2,2,1412
19,2550000,4,2,59,2880,0,3,0,1886
78,4500000,5,0,76,4000,4,5,1,2391
54,5000000,5,0,75,3950,0,6,1,2373
19,2500000,4,2,62,2820,4,4,1,1863
19,2538000,5,3,58,2827,4,3,1,1865
54,2350000,0,0,57,2906,1,4,1,1896
42,2480000,4,4,82,1744,2,3,1,1233
22,3500000,4,2,58,3685,1,4,2,2265
43,1480000,2,0,57,989,0,1,0,536
19,3670000,5,3,57,3660,4,4,1,2249
19,1280000,3,2,38,2088,1,3,1,1474
43,3000000,5,3,57,3800,1,4,1,2314
19,1270000,3,2,57,1840,2,3,1,1302
19,1500000,3,2,57,1925,4,3,1,1363
43,4500000,0,0,82,2525,4,4,1,1721
2,3200000,4,3,14,3500,1,3,1,2175
2,4500000,5,3,57,5000,1,4,1,2702
78,680000,2,1,57,1250,0,3,0,795
43,11000000,6,0,58,9526,1,5,1,3463
2,3400000,4,0,61,3307,1,3,1,2086
2,4000000,4,0,61,3570,1,4,1,2206
22,5200000,3,0,58,6307,2,5,1,2982
19,2900000,5,0,58,3133,1,4,1,2009
19,2200000,3,0,58,3600,1,4,1,2219
43,2700000,4,0,61,3109,1,3,1,1998
19,1700000,0,0,58,2340,1,3,2,1620
19,1260000,2,0,57,1780,1,3,1,1260
10,4900000,4,0,58,3613,1,3,1,2226
22,2350000,3,0,58,2389,0,3,0,1644
22,4000000,3,0,83,2249,0,3,1,1569
22,1850000,3,0,82,1442,0,2,1,977
43,1630000,5,0,58,1793,0,3,1,1271
43,900000,1,1,57,657,1,1,0,213
54,3200000,5,0,45,3800,4,4,1,2314
2,4350000,0,0,57,4350,4,4,1,2513
10,520000,0,1,57,700,0,2,0,254
14,738000,1,1,83,775,0,2,0,326
43,2400000,2,1,86,1006,0,2,0,553
21,618000,3,0,57,2153,2,4,0,1517
12,1100000,2,0,57,1580,4,3,0,1097
45,420000,2,2,61,901,2,3,0,450
22,5180000,5,0,82,4600,0,3,2,2596
42,2300000,0,1,82,766,4,1,0,317
43,2550000,4,3,57,3109,1,3,1,1998
10,4500000,3,0,46,6580,1,4,1,3031
43,2980000,4,2,82,3080,4,3,2,1984
43,5800000,4,2,82,3897,0,3,2,2350
43,4000000,4,2,83,3897,1,3,1,2350
22,1580000,2,0,82,1131,4,1,1,679
42,12000000,0,0,82,4253,4,3,1,2478
22,5880000,5,0,82,4130,0,0,0,2437
24,9800000,5,0,49,10103,1,6,1,3525
43,2900000,3,0,83,1927,1,3,1,1365
43,2620000,4,0,83,2343,1,4,1,1621
22,1220000,2,0,61,1411,1,2,0,948
22,7700000,7,0,83,6769,1,5,2,3062
86,23000000,4,0,46,34018,1,4,1,3928
19,2180000,3,0,58,2880,1,3,0,1886
16,950000,3,3,61,1513,1,4,1,1040
43,4800000,5,2,83,2195,1,3,1,1538
43,850000,1,1,82,603,0,1,0,162
43,2340800,2,2,83,1463,1,2,1,998
43,585000,1,0,86,411,0,1,0,36
43,1450000,2,0,82,840,0,2,0,390
40,820000,1,1,82,657,0,1,0,213
35,375000,2,1,82,775,1,1,0,326
2,3116750,4,2,57,3562,1,4,1,2199
2,2590000,3,3,57,2665,1,3,2,1792
43,1850000,5,0,82,2326,0,3,1,1612
43,4800000,6,2,87,4206,1,4,1,2459
43,4200000,4,2,58,2250,1,3,1,1570
43,3900000,5,2,82,3896,1,3,1,2349
21,580000,2,0,58,1200,1,4,0,745
43,2080000,5,0,82,2096,1,3,1,1481
43,1700000,5,2,57,2497,0,3,2,1706
42,3000000,4,0,82,1800,0,3,1,1276
81,577000,2,2,57,1127,0,3,0,675
40,1500000,4,1,57,2400,0,3,1,1650
3,985000,1,1,82,853,1,1,0,403
43,2100000,4,4,58,1905,0,3,2,1349
55,4000000,7,4,75,9440,1,5,2,3457
43,19000,6,3,82,5400,0,5,1,2788
43,1700000,2,1,83,1249,0,2,0,794
3,2000000,4,2,38,2400,1,3,1,1650
19,1550000,4,1,57,2000,0,3,1,1413
3,1600000,3,0,57,1831,0,3,1,1295
43,4059000,6,2,87,3383,1,3,2,2123
2,5500000,6,2,58,3765,0,4,1,2300
2,1700000,3,2,82,1630,0,3,1,1140
14,3000000,3,1,82,1307,0,2,0,848
14,1913100,3,2,57,1822,0,3,1,1289
2,4730000,5,0,57,4300,1,4,1,2495
43,1700000,2,0,82,1249,0,2,0,794
43,2500000,5,0,57,4520,1,4,1,2573
70,570000,2,1,57,1081,1,3,0,629
43,1756000,4,0,57,2195,0,2,1,1538
22,2300000,2,2,57,1600,1,1,1,1115
43,3441000,5,2,57,2294,0,3,1,1597
22,1450000,5,2,57,2647,0,3,1,1780
19,1800000,4,2,57,2526,1,4,1,1722
14,1260000,1,0,82,904,0,2,0,453
24,1100000,3,2,57,1979,1,3,1,1397
98,9500000,6,4,71,15251,1,4,2,3742
46,6900000,6,2,58,7179,2,3,2,3133
43,2800000,5,3,82,3315,0,4,1,2091
43,1920000,2,1,57,989,0,1,0,536
43,3000000,5,3,82,3303,0,3,2,2083
43,5222975,5,0,82,3541,2,3,1,2189
22,1802500,3,1,82,1442,0,2,1,977
40,1500000,4,0,57,1711,0,2,1,1211
22,1450000,3,0,57,1411,0,2,1,948
43,6900000,5,0,57,3767,0,3,1,2302
43,3000000,6,0,82,3006,0,3,2,1943
54,938000,3,2,58,1600,0,3,1,1115
54,3695000,6,0,29,2000,1,4,1,1413
54,1050000,3,1,58,1600,0,4,0,1115
35,310500,2,0,57,926,1,3,0,475
54,850000,3,1,83,1428,4,3,1,964
43,1130000,1,1,82,1123,0,1,0,671
54,1180000,0,0,88,979,2,0,0,526
54,1350000,3,2,61,1668,0,3,1,1174
54,2150000,4,2,58,2535,4,3,1,1726
43,1488888,3,1,57,1551,0,3,0,1071
21,550000,2,2,61,1100,1,3,0,648
21,568000,2,2,57,1000,1,3,0,547
80,410000,2,1,58,1129,1,3,0,677
85,2200,2,2,61,1250,0,3,0,795
73,385000,2,1,61,930,1,3,0,479
16,450000,2,1,37,1018,0,2,0,565
16,530000,2,1,38,1018,0,2,1,565
16,440000,2,1,38,1018,1,2,0,565
42,1420000,2,1,82,1087,0,2,0,635
12,650000,1,1,57,813,2,1,0,363
12,950000,2,1,57,1166,2,2,0,713
12,650000,1,1,57,813,2,1,0,363
12,325000,1,1,88,250,0,1,0,17
12,595000,1,1,88,486,0,1,0,75
12,288000,1,1,88,250,0,1,0,17
42,2800000,3,2,82,1873,1,3,1,1325
12,980000,2,0,82,1009,0,2,0,556
43,15000000,4,0,62,6664,1,2,1,3046
35,1150000,3,2,61,1707,2,2,1,1207
35,1280000,4,3,61,2128,2,3,2,1499
35,1080000,4,2,61,1875,2,3,1,1326
35,1438000,4,3,58,2378,1,3,2,1638
35,938000,3,2,61,1523,2,2,1,1050
101,870000,4,2,12,1440,2,4,0,975
35,3800000,7,8,58,6503,2,5,1,3012
54,900000,1,1,82,390,4,1,1,29
10,3500000,6,4,45,3993,0,4,0,2388
2,939000,3,2,24,2200,1,5,0,1541
54,2480000,6,3,62,4000,1,5,1,2391
85,628000,2,1,82,945,2,3,0,492
54,1050000,3,2,83,1668,1,3,0,1174
10,5280000,4,4,49,6000,1,4,1,2918
43,2600000,4,0,61,2600,1,3,1,1760
61,730000,2,2,58,1019,0,3,0,566
98,590000,2,1,82,958,0,3,0,505
29,920000,2,1,82,1060,0,2,0,607
30,3300000,4,0,95,2200,1,4,1,1541
10,3150000,4,0,58,2800,1,3,1,1855
43,1500000,3,0,57,1551,4,3,0,1071
34,450000,2,1,83,1020,1,3,0,567
21,999999,2,2,86,950,1,2,0,497
73,1300,2,1,58,1104,1,2,0,652
73,531000,2,2,57,1000,1,3,0,547
35,350000,2,1,82,950,1,3,0,497
40,338000,1,0,82,439,0,1,0,48
40,288000,0,0,37,750,4,2,0,303
43,3300000,3,2,82,1688,4,2,1,1190
54,1650000,5,0,57,2257,1,3,1,1572
54,2400000,5,3,58,3729,1,4,1,2285
35,358000,2,2,58,1175,0,3,0,722
16,318000,2,1,37,792,1,3,0,342
91,2400000,3,2,82,2043,4,3,1,1443
98,4900000,6,0,49,9950,4,5,0,3508
29,760000,1,1,82,672,4,1,0,227
78,3380000,6,0,48,5230,1,4,1,2749
101,459000,2,2,61,1152,2,2,0,700
101,400000,2,1,86,800,1,3,0,350
43,4150000,3,2,82,1786,4,3,0,1265
80,435000,2,1,57,946,0,3,0,493
81,376000,2,0,82,800,4,2,0,350
21,499000,3,2,12,1160,1,4,0,707
2,4750000,5,4,62,6966,1,4,1,3099
43,4300000,3,0,57,2250,1,3,1,1570
91,1530000,3,2,57,2800,1,4,1,1855
21,555000,3,0,12,1500,1,4,0,1028
63,2600000,6,0,76,3325,2,7,0,2098
35,420000,2,0,83,980,1,3,0,527
21,359999,1,0,83,610,0,1,0,169
21,600000,2,0,83,985,0,1,0,532
10,6200000,6,0,46,6000,0,6,1,2918
35,490000,1,0,83,780,0,1,0,331
21,942500,2,0,58,1450,2,3,0,985
21,840000,2,0,61,1500,2,3,1,1028
21,968000,2,0,58,1700,2,5,0,1201
2,25000000,0,0,62,17000,2,6,0,3790
42,1399999,2,1,86,1033,0,2,0,580
2,579000,1,1,86,502,0,1,0,88
21,1299999,3,5,9,2168,0,6,0,1527
43,2368000,2,2,82,1184,0,2,0,729
51,370000,2,1,61,1057,1,3,0,604
21,599000,3,1,61,1280,1,4,0,824
51,470000,2,1,86,935,1,3,0,484
10,3100000,5,0,57,3600,1,4,1,2219
43,6737500,0,0,71,12250,4,0,0,3654
74,598000,2,2,58,262000,1,3,0,4016
88,2200000,4,0,20,3600,1,3,1,2219
43,3750000,4,0,57,3606,1,3,1,2222
16,1150000,3,2,57,1440,2,3,1,975
86,16000000,8,2,45,18000,1,6,1,3810
21,570000,2,0,61,1394,4,3,1,932
9,618300,2,1,37,721,1,2,1,275
35,530000,1,0,64,505,4,1,0,90
51,443000,2,2,61,1075,1,3,0,622
91,1550000,3,2,82,1444,1,2,1,979
73,265000,2,1,57,950,4,3,0,497
73,400000,2,2,57,1187,0,4,0,732
73,390000,2,1,57,1207,4,3,0,752
73,280000,2,1,38,1000,1,3,0,547
73,520000,2,1,57,1108,4,3,0,656
73,400000,2,2,57,1207,4,3,0,752
73,501000,2,2,86,1095,1,3,0,643
73,260000,2,1,58,845,1,3,0,395
73,280000,2,1,61,845,1,3,0,395
16,3680000,8,2,20,5400,1,9,0,2788
54,640000,2,1,57,931,0,2,0,480
54,940000,3,2,58,1699,0,4,0,1200
54,1300000,3,2,57,1600,0,3,1,1115
91,1200000,3,2,57,1662,0,3,0,1169
54,770000,3,2,57,1268,0,3,1,813
54,700000,2,2,57,1049,0,3,0,596
54,1100000,3,3,57,2147,4,4,0,1512
54,690000,2,2,57,1038,0,2,0,585
21,370000,2,1,57,1066,1,3,0,613
43,2480000,4,0,86,2416,1,4,0,1661
40,480000,2,1,58,1151,0,2,1,699
84,1400000,4,0,95,2400,2,3,1,1650
70,990000,4,2,57,1567,4,3,1,1085
43,520000,1,0,82,410,0,1,0,35
88,465000,2,1,82,901,1,3,0,450
73,380000,2,2,57,950,3,3,1,497
54,795000,2,1,82,1248,0,3,0,793
54,850000,3,1,82,1428,0,3,1,964
24,12500000,9,0,45,7801,0,5,1,3226
16,570000,3,2,58,1003,1,3,0,550
43,1650000,2,1,86,1248,0,2,0,793
91,5300000,5,0,45,7200,1,5,2,3139
70,290000,2,0,57,969,4,3,0,516
51,580000,2,2,58,1313,1,3,1,853
29,1550000,0,3,57,2440,0,4,1,1675
29,1200000,2,1,82,1238,1,3,0,783
19,3750000,6,0,75,5300,1,4,0,2765
54,2400000,0,4,57,3729,0,5,1,2285
54,2870000,0,0,57,3500,0,5,0,2175
54,1536000,2,0,57,1872,0,3,0,1324
35,330000,2,1,83,950,1,3,0,497
21,665000,3,2,12,1650,1,5,0,1157
43,1785000,2,1,82,1050,0,2,0,597
43,4500000,4,2,57,2282,0,3,1,1588
35,494100,2,0,57,708,4,2,0,262
21,3780000,7,6,45,9979,4,8,0,3513
45,470000,2,2,61,1073,2,3,0,620
10,5500000,5,0,45,9300,4,4,1,3432
73,330000,2,1,58,927,1,3,0,476
73,330000,2,1,58,947,1,3,0,494
2,416000,2,0,82,608,4,2,0,167
43,8395000,4,0,87,2975,0,3,1,1929
45,488000,2,1,61,1100,2,3,0,648
35,670000,2,3,83,1075,1,3,0,622
40,430000,2,1,58,1065,1,3,0,612
81,570000,2,3,57,1180,0,3,0,726
36,350000,2,0,57,1044,4,3,0,591
3,810000,2,1,82,1066,0,2,0,613
73,620000,2,2,61,1600,1,4,0,1115
73,196830,2,0,57,850,4,3,0,400
91,4400000,6,3,82,3832,1,4,1,2325
9,550000,1,0,86,638,0,1,0,194
61,732000,2,2,61,1019,0,3,0,566
61,1150000,3,2,57,1390,1,3,0,928
61,750000,2,2,61,1019,0,3,0,566
34,1000000,4,0,92,1346,2,5,0,886
85,500000,2,1,82,715,1,2,0,269
21,380000,2,1,58,1126,1,3,0,674
51,398000,2,1,61,921,1,2,1,470
85,490000,2,1,86,719,1,2,0,273
35,435000,2,1,86,775,0,1,0,326
21,430000,2,2,61,950,1,3,0,497
21,628000,2,2,86,1304,0,3,0,845
2,3300000,6,2,57,3563,2,4,1,2200
5,428000,2,1,61,1036,1,3,1,583
21,1600000,0,0,71,9429,4,0,0,3455
35,700000,2,1,85,1010,1,2,1,557
35,690000,1,2,83,909,1,2,0,458
54,1500000,5,2,57,2390,1,3,2,1645
78,2800000,6,3,57,3466,4,4,1,2156
35,850000,2,2,86,1146,1,2,1,694
35,890000,2,2,83,1249,1,3,0,794
91,500000,2,1,61,1260,4,3,0,805
71,698000,3,2,82,1237,1,3,1,782
29,4900000,7,0,45,5853,1,6,1,2887
85,280000,2,1,57,714,1,3,0,268
35,548000,2,1,82,779,4,2,0,330
85,700000,3,0,57,1599,4,3,0,1114
21,490000,2,2,57,1142,4,3,1,690
22,2500000,4,3,59,4569,1,4,0,2588
14,900000,2,1,82,722,0,2,0,276
35,494100,2,0,57,708,4,2,0,262
16,630000,1,1,82,721,0,1,1,275
16,480000,2,0,38,1008,1,2,0,555
54,2650000,6,3,58,2702,1,4,1,1809
21,910000,3,2,57,1527,4,3,0,1054
91,830000,2,1,82,1010,4,3,0,557
84,1400000,4,2,7,2336,1,4,0,1617
43,9388000,4,0,87,3063,0,3,1,1973
45,1100000,5,0,20,3500,1,6,0,2175
35,2400000,3,0,45,6000,4,6,0,2918
24,2802600,4,0,45,4456,4,5,0,2553
24,1150000,5,1,83,1480,0,3,1,1012
24,1250000,5,1,86,1480,2,3,0,1012
37,590000,1,0,82,560,0,1,0,129
14,2204000,2,1,83,948,0,2,0,495
16,1350000,3,2,57,2160,1,3,0,1521
16,850000,2,2,82,1025,1,2,1,572
35,610000,3,1,61,1358,1,4,0,897
67,570000,1,0,86,850,0,2,0,400
85,990000,3,0,12,1755,4,4,0,1242
69,8780000,0,0,71,47756,4,0,0,3963
101,513000,2,2,83,850,0,3,1,400
22,800000,2,1,83,943,0,1,0,491
43,750000,1,1,82,883,1,2,0,432
21,258000,2,0,66,883,4,3,0,432
46,730000,2,1,8,1760,4,4,0,1247
43,899000,2,0,82,731,0,2,1,285
35,850000,2,1,82,1213,4,2,1,758
91,2060000,5,2,82,2287,0,3,1,1591
85,799000,2,2,57,1279,4,2,0,823
35,730000,2,1,82,953,4,3,0,500
3,3990000,6,8,45,8400,4,7,1,3318
35,950000,2,1,82,1202,0,2,1,747
35,720000,2,2,57,1092,0,4,0,640
35,810000,2,2,57,1392,0,3,0,930
10,7200000,5,3,57,4025,1,3,2,2400
10,10300000,7,5,57,6900,1,4,2,3088
81,470000,2,1,57,1042,1,3,0,589
10,1400000,2,1,82,1076,2,2,0,623
78,3290000,4,3,58,3691,4,3,2,2268
2,10267000,5,0,58,7901,4,4,1,3240
78,3000000,5,0,58,3466,0,4,2,2156
78,7000000,6,5,62,9890,1,5,2,3500
78,3600000,5,0,57,4240,4,4,1,2475
10,7043750,3,3,57,4025,1,3,2,2400
10,4800000,5,4,57,5700,1,4,1,2858
10,3500000,5,0,57,3600,1,4,1,2219
10,5000000,4,0,57,3300,0,3,0,2081
24,970000,2,0,57,1227,1,2,0,772
54,4380000,6,0,75,4000,1,5,1,2391
54,4150000,6,4,75,4470,1,5,1,2557
24,3850000,4,0,82,2707,1,3,1,1812
78,3700000,6,0,75,5230,1,4,1,2749
78,3200000,5,0,75,2800,1,5,1,1855
54,950000,2,0,57,1400,0,3,0,938
24,8000000,7,0,45,6426,4,5,0,2999
81,1550000,5,3,21,4130,2,5,1,2437
81,540000,3,0,3,1690,4,4,0,1192
40,4500000,5,0,62,5285,0,4,2,2762
26,1015000,2,2,86,1410,1,2,0,947
26,1300000,2,2,85,1538,2,3,1,1061
26,750000,2,2,86,1087,1,2,0,635
21,450000,2,1,41,1310,1,2,0,851
28,165000,1,1,38,603,2,2,0,162
26,2700,2,0,82,1087,0,2,0,635
51,1030000,2,2,57,1551,1,3,0,1071
51,953000,2,2,57,1370,1,3,1,908
51,790000,2,2,57,1150,1,3,0,698
101,420000,2,1,86,725,1,2,0,279
3,500000,1,1,83,705,0,1,0,259
81,370000,2,1,86,650,0,2,0,206
54,1560000,3,2,57,1878,4,3,1,1328
35,567000,4,0,57,1335,4,3,1,875
16,299000,1,1,41,732,0,2,0,286
10,7000000,5,3,57,4025,1,3,1,2400
88,1400000,4,4,92,4000,1,3,1,2391
10,8300000,6,3,57,4945,1,4,1,2691
10,6842500,5,3,57,4025,1,3,1,2400
21,747000,2,0,82,1272,4,3,0,816
16,770000,2,1,86,920,1,2,0,469
57,3000000,8,4,46,5000,1,7,1,2702
73,500000,1,1,58,753,0,1,0,306
35,430000,2,0,82,950,0,3,0,497
54,2180000,0,0,57,2766,4,0,0,1840
45,420000,2,2,61,1100,1,3,1,648
54,2050000,4,0,57,2700,1,3,2,1808
54,685000,1,0,86,633,0,1,0,190
54,1620000,3,2,57,2038,4,3,1,1441
27,1180000,2,2,61,1228,1,2,1,773
27,1768000,4,2,61,1777,1,3,1,1258
27,1055000,2,2,61,1228,1,2,1,773
3,5900000,7,0,45,7350,4,0,0,3166
25,9000000,8,0,45,8000,1,6,0,3256
21,1100000,4,0,8,2290,1,4,0,1593
88,2300000,7,0,79,3200,1,5,0,2039
73,690000,2,0,82,2081,4,3,0,1469
43,2488000,5,0,57,3335,0,4,0,2102
54,3200000,6,0,75,3600,1,5,1,2219
101,183000,2,0,66,550,4,2,0,122
81,2450000,6,0,75,3400,2,4,1,2128
54,2700000,5,0,75,3950,4,5,2,2373
54,4000000,7,0,45,5434,1,7,1,2804
101,1300000,2,0,57,1967,1,3,1,1387
22,2000000,4,0,57,2321,1,2,1,1609
19,14800000,7,0,45,11981,1,7,1,3628
88,1880000,5,0,75,2112,1,5,0,1491
40,1453000,2,2,82,1453,0,3,0,988
2,1250000,3,0,57,1894,1,4,1,1341
2,650000,2,1,57,890,0,3,0,439
55,2200000,4,4,75,3627,2,4,1,2231
54,1590000,4,2,57,2201,1,3,1,1542
27,5180000,6,6,75,5000,1,4,1,2702
54,1590000,4,2,57,2201,1,3,1,1542
91,1190000,3,3,3,2000,3,5,0,1413
45,355000,2,1,61,954,1,3,1,501
16,980000,3,2,57,1335,0,3,0,875
16,950000,3,2,57,1335,0,3,1,875
16,400000,2,1,41,1098,1,3,0,646
24,6400000,0,0,71,7800,4,0,0,3225
24,4650000,0,0,71,6000,4,0,0,2918
73,370000,2,2,82,1009,1,3,0,556
40,1280000,2,1,82,868,0,2,0,418
21,350000,1,0,82,610,0,1,0,169
54,3500000,5,2,49,1200,4,5,1,745
16,530000,1,1,86,667,1,1,1,222
39,480000,2,1,1,2477,2,3,0,1696
35,370000,2,0,86,950,1,3,0,497
21,755000,3,0,12,1650,2,4,0,1157
27,890000,1,2,57,969,0,2,0,516
54,1980000,4,2,58,1830,1,4,1,1294
21,660000,2,2,57,1472,1,3,0,1005
69,880000,3,2,57,1350,1,3,0,890
54,620000,1,1,82,804,0,1,0,354
81,615000,2,2,82,1025,1,2,0,572
73,480000,2,1,61,1102,2,3,0,650
21,510000,2,1,57,1050,4,3,0,597
69,1140000,4,2,57,1788,1,3,1,1267
35,599000,2,1,86,763,1,2,0,314
36,590000,2,1,61,1400,0,3,1,938
80,820000,4,2,61,1690,1,3,1,1192
29,1280000,2,2,58,1250,0,2,0,795
10,6100000,6,4,49,6566,1,4,1,3024
21,160000,2,0,66,650,4,3,0,206
21,350000,2,1,82,700,4,2,0,254
21,570000,3,0,8,1400,4,3,1,938
4,570000,3,0,8,1300,4,4,0,841
21,330000,2,1,57,950,1,3,0,497
24,22000000,9,8,46,15000,1,8,0,3733
24,12300000,9,7,46,8000,1,5,2,3256
24,9600000,6,5,49,8365,1,5,0,3312
10,7500000,4,4,46,8000,1,4,1,3256
30,3300000,6,0,92,3500,1,4,1,2175
58,825000,2,0,1,2597,1,4,0,1759
43,1372275,2,1,82,963,2,2,0,510
24,1400000,1,1,82,904,4,1,0,453
21,338000,2,1,61,975,1,2,0,522
27,1700000,4,2,57,1690,4,3,1,1192
54,2850000,7,3,58,3541,0,4,1,2189
43,1500000,2,1,82,1050,0,2,0,597
43,1550000,2,1,82,1110,0,1,1,658
54,1850000,3,3,61,2347,1,3,1,1624
54,1900000,3,3,61,2411,0,3,1,1657
54,2300000,4,3,61,2906,1,4,1,1896
45,700000,2,3,86,1930,1,4,0,1367
51,650000,2,2,61,1313,1,3,0,853
24,6800000,3,4,49,5200,2,3,1,2741
85,2300000,4,4,79,3821,0,5,1,2319
73,388000,2,2,58,940,1,4,0,488
54,1421200,3,0,57,1496,1,3,1,1024
73,380000,2,1,83,1018,1,3,0,565
73,630000,2,2,83,1303,1,3,0,844
73,599000,2,2,83,1012,1,3,0,559
54,2290710,6,3,57,2702,1,4,1,1809
73,430000,2,1,61,1231,1,3,0,776
73,399000,2,1,86,900,1,2,0,449
73,510000,2,2,58,1100,1,3,0,648
54,1800000,4,2,57,1830,1,4,1,1294
43,1820000,3,3,83,1426,0,3,0,962
43,1750000,2,2,86,1426,0,2,0,962
43,2000000,4,2,84,1590,1,3,2,1105
43,1650000,3,2,58,1905,0,3,1,1349
54,1299000,4,3,57,2081,1,4,1,1469
29,1038000,5,2,61,1853,1,3,1,1310
21,468600,2,2,57,840,4,2,0,390
54,1500000,4,3,57,2163,4,4,1,1524
43,5000000,3,3,83,2142,1,3,0,1508
81,1100000,6,2,24,2783,1,6,0,1849
54,850000,2,1,57,1440,0,3,0,975
43,1130000,1,0,57,630,0,1,0,187
43,1100000,1,1,82,635,0,1,1,192
54,3100000,0,3,58,3401,0,0,0,2129
54,1480000,4,0,57,1496,1,3,1,1024
54,2560000,5,2,57,2874,1,4,0,1883
43,2200000,2,2,58,1798,0,3,0,1274
43,4570000,6,3,58,3973,0,5,0,2379
40,1122000,1,1,58,510,1,1,0,95
3,1190000,3,2,86,1505,1,3,0,1032
3,860000,2,1,86,1050,1,3,0,597
3,2500000,3,4,83,1632,1,3,0,1141
91,900000,1,2,83,710,0,1,1,264
43,9000000,7,0,57,7300,1,4,1,3157
19,3600000,6,11,62,9071,4,4,2,3399
2,5200000,6,3,61,4404,1,5,0,2533
2,8989000,6,3,61,7491,1,5,0,3184
54,1050000,2,1,82,907,0,2,0,456
21,560000,2,1,61,1394,2,3,1,932
21,750000,2,2,58,1464,0,4,0,999
16,830000,2,2,82,1025,1,2,1,572
2,4800000,6,3,61,4300,1,5,0,2495
60,820000,3,2,12,1470,0,3,1,1004
81,450000,1,1,82,750,1,1,1,303
27,1280000,3,0,61,1367,1,2,1,906
35,690000,2,2,82,1094,1,3,0,642
27,1150000,1,0,61,1034,1,2,0,581
16,1022000,2,2,82,1254,1,2,0,799
35,1400000,4,0,61,2128,0,3,1,1499
35,1030000,4,0,61,1875,0,3,1,1326
30,3200000,6,0,24,4000,1,4,1,2391
24,6500000,4,0,45,6000,1,4,1,2918
10,7000000,6,0,45,8000,0,5,1,3256
98,8500000,8,6,45,11000,1,6,1,3588
24,6800000,6,0,45,8310,4,5,1,3299
43,4000000,3,2,61,2250,0,3,1,1570
78,17000000,7,16,45,17800,1,5,1,3805
24,1708000,2,0,82,1194,1,1,1,739
16,950000,3,2,57,1513,1,4,1,1040
55,3000000,5,0,45,7545,0,5,0,3190
36,450000,1,1,86,563,1,1,0,132
16,3500,2,2,82,1254,1,3,0,799
21,1490000,3,1,82,1512,1,3,1,1039
21,1000000,2,1,82,883,4,2,0,432
54,2350000,5,3,58,2973,1,4,1,1927
40,360000,1,0,86,380,0,1,0,28
54,2700000,4,2,57,3500,0,4,0,2175
54,4500000,6,0,75,4600,0,6,1,2596
54,1550000,3,2,57,1872,0,3,1,1324
24,1950000,2,1,82,1784,1,2,1,1263
54,5000000,6,4,75,6141,1,6,1,2955
54,900000,1,1,57,815,0,1,1,365
54,2300000,4,3,57,3400,0,5,0,2128
54,1670000,3,2,57,1900,0,3,1,1346
54,698000,1,1,82,672,4,1,0,227
21,180000,1,0,66,650,1,2,0,206
46,500000,2,1,61,1150,0,3,0,698
27,1160000,3,2,58,1432,0,3,1,968
3,700000,2,2,86,1100,1,2,0,648
43,898000,2,1,61,1182,0,3,0,728
43,700000,2,1,61,925,0,2,0,474
73,800000,4,2,61,1368,2,3,1,907
73,400000,2,1,61,1231,1,3,0,776
73,460000,2,2,61,1272,1,4,0,816
73,500000,2,2,61,1333,1,4,0,873
12,16000000,0,0,71,20000,4,0,0,3834
35,650000,1,0,57,555,0,1,0,126
85,600000,2,0,58,1244,0,3,0,789
78,460000,1,0,86,495,0,1,0,81
54,2695000,4,3,75,4002,1,5,0,2392
21,650000,3,0,8,1200,4,4,0,745
21,880000,2,1,82,1023,1,2,0,570
83,2500000,4,4,79,4015,1,5,1,2396
43,6750000,6,5,58,6600,1,6,1,3034
73,300000,2,1,37,815,4,3,0,365
54,1680000,2,2,57,1778,4,3,0,1259
2,1390000,3,0,57,2200,4,3,1,1541
54,650000,2,0,57,1000,0,2,0,547
36,425000,2,1,37,1200,0,3,0,745
14,1950000,2,2,58,1822,1,3,1,1289
54,3380000,5,3,57,3668,4,4,2,2255
43,1430000,1,0,89,566,1,1,0,134
43,1100000,1,1,57,657,1,1,0,213
54,3478000,5,3,57,3478,4,4,2,2162
